Name,Slug,Homepage,Short Description,Price Text,Pricing,Categories,Verified,Favorite Count,Updated At,text
Leonardo.AI,leonardoai,https://leonardo.ai/,Leverage generative AI with a unique suite of tools to convey your ideas to the world.,,Freemium,"image generator, image to image",True,1,2025-04-11,"Leonardo.AI — Leverage generative AI with a unique suite of tools to convey your ideas to the world. | image generator, image to image | Freemium | https://leonardo.ai/"
Ramadan Recipes,ramadan-recipes,https://www.islamiq.world/ramadan-recipes,Ramadan recipe suggestions with customization options.,,Free,life assistant,False,0,2023-07-28,Ramadan Recipes — Ramadan recipe suggestions with customization options. | life assistant | Free | https://www.islamiq.world/ramadan-recipes
Chat Bling,chat-bling,https://chatbling.net/,"WhatsApp Assistant for image, text, and voice.",,Free,customer support,False,0,2023-07-28,"Chat Bling — WhatsApp Assistant for image, text, and voice. | customer support | Free | https://chatbling.net/"
Lindy.ai,lindy-ai,https://www.lindy.ai/,Automated task management for calendar & email.,,Free,email assistant,False,0,2023-07-28,Lindy.ai — Automated task management for calendar & email. | email assistant | Free | https://www.lindy.ai/
PresentationAI,presentationai,https://www.presentations.ai/,Engaged audience through professional presentations.,399,Freemium,presentations,False,0,2023-07-28,PresentationAI — Engaged audience through professional presentations. | presentations | Freemium | https://www.presentations.ai/
Sidekick AI,sidekick-ai,https://yoursidekick.xyz/,Boost efficiency with browser extension.,24.99,Paid,productivity,False,0,2023-07-28,Sidekick AI — Boost efficiency with browser extension. | productivity | Paid | https://yoursidekick.xyz/
Freelino,freelino,https://freelino.com/,Generated content for marketing and advertising.,4.99/mo,Paid,general writing,False,0,2023-07-28,Freelino — Generated content for marketing and advertising. | general writing | Paid | https://freelino.com/
Lyrical Labs,lyrical-labs,https://lyricallabs.io/,Summarizes long docs into key points for easy reading.,5/mo,Paid,music,False,0,2023-07-28,Lyrical Labs — Summarizes long docs into key points for easy reading. | music | Paid | https://lyricallabs.io/
Aitubo,aitubo,https://creator.aitubo.ai/,High-quality images for game design and creativity.,,Free,image generator,False,1,2023-07-28,Aitubo — High-quality images for game design and creativity. | image generator | Free | https://creator.aitubo.ai/
Jema.ai,jema-ai,https://jema.ai/,Generated content by machine.,,Free,SEO,False,0,2023-07-28,Jema.ai — Generated content by machine. | SEO | Free | https://jema.ai/
SalesMirror.ai,salesmirrorai,https://salesmirror.ai/,AI-powered B2B lead generation platform that helps businesses find and connect with potential buyers.,39/mo,Paid,sales,False,0,2025-06-26,SalesMirror.ai — AI-powered B2B lead generation platform that helps businesses find and connect with potential buyers. | sales | Paid | https://salesmirror.ai/
Voxqube,voxqube,https://www.voxqube.com/dubbingforyoutube,Voxqube: AI-powered dubbing service for YouTube videos.,10,Paid,"transcriber, video editing",False,0,2023-07-28,"Voxqube — Voxqube: AI-powered dubbing service for YouTube videos. | transcriber, video editing | Paid | https://www.voxqube.com/dubbingforyoutube"
Wrap,wrap,https://wrap.so/,"Create beautiful, shareable screenshots with ease.  ",,Contact for Pricing,design assistant,False,0,2023-07-28,"Wrap — Create beautiful, shareable screenshots with ease.   | design assistant | Contact for Pricing | https://wrap.so/"
Branchbob.ai,branchbob-ai,https://branchbob.ai/,Branchbob.ai is an AI-powered platform that enables merchants to quickly and easily create fully functional online stores. ,,Free Trial,"e-commerce, low-code/no-code",False,0,2023-07-28,"Branchbob.ai — Branchbob.ai is an AI-powered platform that enables merchants to quickly and easily create fully functional online stores.  | e-commerce, low-code/no-code | Free Trial | https://branchbob.ai/"
Clonemyvoice.io,clonemyvoice-io,https://clonemyvoice.io/,Clone your voice instantly and surprise your loved ones with the most realistic voice imitation ever.,199.99/mo,Paid,life assistant,False,0,2023-07-28,Clonemyvoice.io — Clone your voice instantly and surprise your loved ones with the most realistic voice imitation ever. | life assistant | Paid | https://clonemyvoice.io/
OpenLibreAI,openlibreai,https://openlibre.ai/,"Open source AI Platform for AI Application Development, AI Research and AI Alignment",,Free Trial,"developer tools, research",False,0,2023-07-28,"OpenLibreAI — Open source AI Platform for AI Application Development, AI Research and AI Alignment | developer tools, research | Free Trial | https://openlibre.ai/"
Dynaboard AI,dynaboard-ai,https://dynaboard.com/blog/dynaboard-ai,"Dynaboard AI is a suite of AI functionalities aimed at accelerating the process of building custom, production-grade software.",19/mo,Freemium,SQL,False,0,2023-07-28,"Dynaboard AI — Dynaboard AI is a suite of AI functionalities aimed at accelerating the process of building custom, production-grade software. | SQL | Freemium | https://dynaboard.com/blog/dynaboard-ai"
Talktotables,talktotables,https://talktotables.com/,TalkToTables is a database translation and querying tool that utilizes the Chinook dataset available on GitHub,,Free,spreadsheets,False,0,2023-07-28,Talktotables — TalkToTables is a database translation and querying tool that utilizes the Chinook dataset available on GitHub | spreadsheets | Free | https://talktotables.com/
AI Why,ai-why,https://apps.apple.com/ml/app/ai-why/id6448989314,"AI Why? is a free educational app designed for iPhones, iPads and iPod touches that offers users simplified explanations of complex topics, vocally answering their questions in an easy-to-understand manner.",,Free,education assistant,False,1,2023-07-28,"AI Why — AI Why? is a free educational app designed for iPhones, iPads and iPod touches that offers users simplified explanations of complex topics, vocally answering their questions in an easy-to-understand manner. | education assistant | Free | https://apps.apple.com/ml/app/ai-why/id6448989314"
Great Headlines,great-headlines,https://greatheadlines.ai/,Marketing and sales headline generator.,,Free,copywriting,False,0,2023-07-28,Great Headlines — Marketing and sales headline generator. | copywriting | Free | https://greatheadlines.ai/
Cyborg Content,cyborg-content,https://www.getcyborgcontent.com/,Generated SEO blog posts.,,Free,SEO,False,0,2023-07-28,Cyborg Content — Generated SEO blog posts. | SEO | Free | https://www.getcyborgcontent.com/
Breezy.Chat,breezy-chat,https://breezy.chat/,Enhanced chat interactions with improved assistance.,,Free,life assistant,False,0,2023-07-28,Breezy.Chat — Enhanced chat interactions with improved assistance. | life assistant | Free | https://breezy.chat/
Llm.report,llmreport,https://llm.report/,A free OpenAI API analytics dashboard,,Free,developer tools,False,1,2023-07-28,Llm.report — A free OpenAI API analytics dashboard | developer tools | Free | https://llm.report/
PictureAI,pictureai,https://pictureai.co/,Create unique style images with AI,15,Paid,image generator,False,0,2023-07-28,PictureAI — Create unique style images with AI | image generator | Paid | https://pictureai.co/
Code Assist,code-assist,https://www.codeassist.tech/,CodeAssist can directly read and write code from/into your editor.,0,Free,code assistant,False,0,2023-07-28,Code Assist — CodeAssist can directly read and write code from/into your editor. | code assistant | Free | https://www.codeassist.tech/
Pitches.ai,pitches-ai,https://pitches.ai/,Pitches.ai turns your existing pitch deck into a money-raising machine.,95/pitch,Paid,"presentations, startup tools",False,0,2023-07-28,"Pitches.ai — Pitches.ai turns your existing pitch deck into a money-raising machine. | presentations, startup tools | Paid | https://pitches.ai/"
Docalysis,docalysis,https://docalysis.com/,AI-powered chat questions and answers for your PDF files,14/mo,Freemium,productivity,False,0,2023-07-28,Docalysis — AI-powered chat questions and answers for your PDF files | productivity | Freemium | https://docalysis.com/
Riter,riter,https://riter.app/,Generated UX copy for product design.,,Free,copywriting,False,0,2023-07-28,Riter — Generated UX copy for product design. | copywriting | Free | https://riter.app/
Post Genie,post-genie,https://postgenie.co.uk/,Generated social media posts.,9.99,Paid,social media assistant,False,0,2023-07-28,Post Genie — Generated social media posts. | social media assistant | Paid | https://postgenie.co.uk/
Chat Summary,chat-summary,https://www.livechat.com/marketplace/apps/chat-summary/,Summarized chat transcripts.,3,Freemium,summarizer,False,0,2023-07-28,Chat Summary — Summarized chat transcripts. | summarizer | Freemium | https://www.livechat.com/marketplace/apps/chat-summary/
Modly,modly,https://www.modly.ai/,"Team support for product, QA, marketing.",49/mo,Paid,startup tools,False,0,2023-07-28,"Modly — Team support for product, QA, marketing. | startup tools | Paid | https://www.modly.ai/"
GPTGame,gptgame,https://www.gptgame.app/,Generated game creator for prototyping.,,Free,gaming,False,1,2023-07-28,GPTGame — Generated game creator for prototyping. | gaming | Free | https://www.gptgame.app/
AI Diary,ai-diary,https://aidiary.io/,Personalized digital diary with growth tracking.,14.99/mo,Freemium,memory,False,0,2023-07-28,AI Diary — Personalized digital diary with growth tracking. | memory | Freemium | https://aidiary.io/
Bright Pen,bright-pen,https://www.brightpen.ai/,Suitable for creating and improving content.,10/mo,Paid,"general writing, image generator",False,0,2023-07-28,"Bright Pen — Suitable for creating and improving content. | general writing, image generator | Paid | https://www.brightpen.ai/"
WavTool,wavtool,https://wavtool.com/,Edited audio files.,20/mo,Freemium,music,False,0,2023-07-28,WavTool — Edited audio files. | music | Freemium | https://wavtool.com/
MakeTales,maketales,https://www.maketales.com/,Generated unique and creative short stories.,,Free,story teller,False,0,2023-07-28,MakeTales — Generated unique and creative short stories. | story teller | Free | https://www.maketales.com/
Nameverse AI,nameverse-ai,https://nameverse.app/,Generated names for businesses/individuals.,0.99,Paid,general writing,False,0,2023-07-28,Nameverse AI — Generated names for businesses/individuals. | general writing | Paid | https://nameverse.app/
InsertChatGPT,insertchatgpt,https://insertchatgpt.com/,Improved chatbot for personalized experience.,19/mo,Free Trial,customer support,False,0,2023-07-28,InsertChatGPT — Improved chatbot for personalized experience. | customer support | Free Trial | https://insertchatgpt.com/
Stagelight,stagelight,https://stagelight.space/,Quick answers for productivity via personal assistant.,,Free,productivity,False,0,2023-07-28,Stagelight — Quick answers for productivity via personal assistant. | productivity | Free | https://stagelight.space/
PostPerfect,postperfect,https://postperfect.xyz/,Enhanced Twitter text.,,Free,social media assistant,False,0,2023-07-28,PostPerfect — Enhanced Twitter text. | social media assistant | Free | https://postperfect.xyz/
AnthemScore,anthemscore,https://lunaverus.com/,Music transcription and editing.,10.34,Free Trial,"transcriber, music",False,0,2023-07-28,"AnthemScore — Music transcription and editing. | transcriber, music | Free Trial | https://lunaverus.com/"
Anywhere GPT,anywhere-gpt,https://www.anywheregpt.com/,"Writing, translation, virtual assistant.",19,Paid,general writing,False,0,2023-07-28,"Anywhere GPT — Writing, translation, virtual assistant. | general writing | Paid | https://www.anywheregpt.com/"
Virtual You,virtual-you,https://virtualyou.art/,Create talking virtual avatars.,4.99,Paid,avatars,False,0,2023-07-28,Virtual You — Create talking virtual avatars. | avatars | Paid | https://virtualyou.art/
DocuDo,docudo,https://docudo.xyz/,Assisted technical writing content creation.,,Free,general writing,False,0,2023-07-28,DocuDo — Assisted technical writing content creation. | general writing | Free | https://docudo.xyz/
HomeDesignsAI,homedesignsai,https://homedesigns.ai/,Generate unlimited home design ideas.,27/mo,Paid,"design assistant, real estate",False,0,2023-07-28,"HomeDesignsAI — Generate unlimited home design ideas. | design assistant, real estate | Paid | https://homedesigns.ai/"
Instant Chapters,instant-chapters,https://www.instantchapters.com/,Organized YouTube video content.,9/mo,Free Trial,video editing,False,0,2023-07-28,Instant Chapters — Organized YouTube video content. | video editing | Free Trial | https://www.instantchapters.com/
Atua,atua,https://atua.app/,Atua is an AI tool designed to provide seamless AI assistance within Mac OS apps.,19,Paid,productivity,False,0,2023-07-28,Atua — Atua is an AI tool designed to provide seamless AI assistance within Mac OS apps. | productivity | Paid | https://atua.app/
