Name,Slug,Homepage,Short Description,Price Text,Pricing,Categories,Verified,Favorite Count,Updated At
Flourish,flourish,https://www.flourishtech.app/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com, Flourish Technologies is an AI-powered self-therapy app offering evidence-based advice and personalized mental wellness exercises for improved mental health and well-being.,12.99/mo,Free Trial,healthcare,False,0,2023-07-28
Effy,effy,https://www.effy.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Free performance management software for employee feedback, reviews, and development plans.",45/mo,Freemium,"human resources, startup tools",False,0,2023-07-28
Zeus Notebook,zeus-notebook,https://www.zeusnotebook.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Browser-based Python notebook with an AI code assistant named Zeus.,,Free,code assistant,False,0,2023-07-28
Bubbly,bubbly,https://www.getbubblyai.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,AI-powered support tool for creating virtual assistants to reduce customer ticket volume.,29/mo,Paid,customer support,False,0,2023-07-28
AIQuizMe,aiquizme,https://quiz.gptapps.cc/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generate varied-topic quizzes.,,Free,education assistant,False,0,2023-07-28
AiContentzy,aicontentzy,https://aicontentzy.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generated content for businesses and individuals.,12.50/mo,Freemium,copywriting,False,0,2023-07-28
Cocoleco,cocoleco,https://cocoleco.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Automated Twitter scheduling and management.,5/mo,Freemium,social media assistant,False,0,2023-07-28
DocumentationLab,documentationlab,https://documentationlab.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Manage and document software development.,10/mo,Free Trial,"developer tools, code assistant",False,0,2023-07-28
Dachi,dachi,https://www.dachi.chat/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Your AI assistant with a human touch for conversing with anime characters,,Free,fun tools,False,0,2023-07-28
Shako,shako,https://shako.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,An AI-powered conversation platform for answering diverse queries and providing assistance,,Free,life assistant,False,0,2023-07-28
Omnigpt,omnigpt,https://omnigpt.co/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Automated task management & real-time comms solution.,7/mo,Free Trial,productivity,False,0,2023-07-28
HowToWrite,howtowrite,https://howtowrite.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Writes intelligently for customized composition.,25,Free Trial,"general writing, education assistant",False,0,2023-07-28
Codeamigo,codeamigo,https://codeamigo.dev/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com, Interactive coding tutorial tool using AI to help users learn how to code,,Free,"education assistant, code assistant",False,0,2023-07-28
Tellhop,tellhop,https://www.tellhop.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"AI-powered business phone system for small businesses, enhancing professionalism and efficiency",15/mo,Paid,sales,False,0,2023-07-28
Virtual AI Girlfriend,virtual-ai-girlfriend,https://play.google.com/store/apps/details?id=ai.girlfriend.virtual.dating.lover.igirl&hl=en&gl=US,AI girlfriend simulator for interactive chat and virtual dating experiences,,Free,,False,0,2023-07-28
GPTForm,gptform,https://gptform.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generated online forms and surveys.,,Free,resources,False,0,2023-07-28
RPG AI Selfie Generator,rpg-ai-selfie-generator,https://rpgaiselfie.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Customized RPG character creation.,19.79,Paid,avatars,False,0,2023-07-28
Learningloop,learningloop,https://gpt.learningloop.org/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Start-up founders' personalized GPT understanding.,,Free,education assistant,False,0,2023-07-28
CaptionGenerator,captiongenerator,https://www.captiongenerator.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generated winning social media captions and hashtags.,,Free,general writing,False,0,2023-07-28
DeskSense,desksense,https://desksense.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Website text analysis and Q&A assistant.,4.99/mo,Freemium,research,False,0,2023-07-28
Kahma,kahma,https://kahma.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generated digital portraits from source images.,9.99,Paid,art,False,0,2023-07-28
Finance Brain,finance-brain,https://www.financebrain.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Aids financial analysis for businesses.,0.99,Free Trial,finance,False,0,2023-07-28
Horseman,horseman,https://gethorseman.app/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Configurable web crawler with GPT integration.,5/mo,Paid,developer tools,False,0,2023-07-28
AI Dream Home,ai-dream-home,https://www.realtor.com/ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Web resource for real estate search and info.,,Free Trial,resources,False,0,2023-07-28
VN Split,vn-split,https://vnsplit.me/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Condenses voice notes in chats.,2/mo,Paid,"summarizer, transcriber",False,0,2023-07-28
Sanjaya chatbot,sanjaya-chatbot,https://www.messengerx.io/sanjaya?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Multi-lingual assistant for Indian epics.,1,Freemium,resources,False,0,2023-07-28
Beatsbrew,beatsbrew,https://beatsbrew.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generated music samples without effort.,10/mo,Paid,music,False,0,2023-07-28
Elusidate,elusidate,https://www.elusidate.app/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Simplified data analysis and presentation.,4/mo,Freemium,presentations,False,0,2023-07-28
Aomni,aomni,https://www.aomni.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Web-based retrieval and processing of intelligent info.,,Free,research,False,0,2023-07-28
Doodle Tale,doodle-tale,https://doodletale.me/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Interactive stories from kids' drawings.,2.95,Freemium,story teller,False,0,2023-07-28
Cuppa,cuppa,https://cuppa.sh/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generated SEO blog posts with GPT tech.,,Free,SEO,False,0,2023-07-28
Franchise AI Assistant,franchise-ai-assistant,https://wefranch.com/franchise/468?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Franchise AI Assistant that will answer any questions about a franchise concept,,Free,startup tools,False,0,2023-07-28
YTSummary,ytsummary,https://ytsummary.app/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Get the gist of any YouTube video with AI summaries,9/mo,Freemium,summarizer,False,0,2023-07-28
AnonChatGPT,anonchatgpt,https://anonchatgpt.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Anonymous chat with no registration required.,,Free,search engine,False,0,2023-07-28
PrismaGPT,prismagpt,https://gpt.howtoprisma.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generate SQL queries for Prisma apps efficiently.,,Free,SQL,False,0,2023-07-28
Health Scanner,health-scanner,https://healthscanner.marvsai.com/login/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Health record risk identification.,,Free,healthcare,False,0,2023-07-28
SLAIT School,slait-school,https://slait.school/2?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Real-time feedback ASL learning platform.,39/mo,Freemium,education assistant,False,0,2023-07-28
Acrylic,acrylic,https://acrylic.typedream.app/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Custom AR artwork for home decor.,,Free,art,False,0,2023-07-28
Free Blog Post Generator,free-blog-post-generator,https://www.freeblogpostgenerator.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"High quality blog post with unique headline, image & tags.",,Free,general writing,False,0,2023-07-28
CoolMindMaps,coolmindmaps,https://www.coolmindmaps.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Mind map creation and search.,,Free,research,False,0,2023-07-28
Video Editor AI,video-editor-ai,https://videoeditorai.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Simplified video editing and creation.,29/mo,Paid,"video editing, developer tools",False,0,2023-07-28
Chesswithai,chesswithai,https://www.chesswith.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Witty chat characters on a chess platform.,4.99,Paid,gaming,False,0,2023-07-28
ShopWithAI,shopwithai,https://goshopwith.ai/chat?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Finds fashion and home goods based on preferences.,,Free,fashion,False,0,2023-07-28
Meyer,meyer,https://meyer.id/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Innovative storyboards created automatically.,,Free,"image generator, story teller",False,0,2023-07-28
The Synthetic Standard,the-synthetic-standard,https://www.syntheticstandard.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Organized news and images.,,Free,resources,False,0,2023-07-28
AshleighTravels,ashleightravels,https://www.ashleightravels.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Assisted virtual travel planning.,1,Paid,,False,0,2023-07-28
Hypercontext,hypercontext,https://hypercontext.com/features/performance-reviews?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Automated feedback & meetings for business performance.,5.60/mo,Freemium,"productivity, sales",False,0,2023-07-28
Boundless Chat,boundless-chat,https://www.boundlesschat.app/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Interactive chatbot boosts WhatsApp communication.,7/mo,Freemium,life assistant,False,0,2023-07-28
Imgartfis,imgartfis,https://www.imgartfiscreator.club/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Low-budget copyright-free image generation.,40/mo,Paid,image generator,False,0,2023-07-28
99WEB AI,99web-ai,https://app.99webdesign.net/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Created SEO templates in multiple languages.,15/mo,Freemium,SEO,False,0,2023-07-28
ChatLit Codes,chatlit-codes,https://chat.lit.codes/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generate human-like text with pre-trained models.,,Free,general writing,False,0,2023-07-28
Qwai AI,qwai-ai,https://qualped.life/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,our ghostwriter robo-servant for creating a life blueprint Manuscript and publishing simsbooks on the Qualped Library.,3/mo,Freemium,life assistant,False,0,2023-07-28
BooksAI,booksai,https://booksai.app/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Book summaries right from your camera.,,Free,summarizer,False,0,2023-07-28
CodeChat,codechat,https://usecodechat.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Assisted Twitter Algorithm code understanding.,,Free,resources,False,0,2023-07-28
NexusGPT,nexusgpt,https://accounts.gpt.nexus/sign-in?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Facilitates biz-freelancer collaboration.,,Free,human resources,False,0,2023-07-28
Stadai,stadai,https://www.stadai.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Personalized chat learning with progress tracking.,,Freemium,education assistant,False,0,2023-07-28
Centenarian,centenarian,https://www.centenarian.co/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Customized sleep coaching for optimal wellness.,30/mo,Free Trial,life assistant,False,0,2023-07-28
Heuristica,heuristica,https://www.heuristi.ca/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Discover custom content by chosen topics.,,Free,research,False,0,2023-07-28
Feyn,feyn,https://www.feyn.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Assisted productivity and research with NLP.,,Free,education assistant,False,0,2023-07-28
Chess,chess,https://chessgpt.atomic14.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,AI-powered chess-playing chatbot for engaging and challenging gameplay,,Free,gaming,False,0,2023-07-28
Design Ducky,design-ducky,https://designducky.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Helps create system diagrams.,2/mo,Freemium,design assistant,False,0,2023-07-28
OSS Chat,oss-chat,https://osschat.io/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Comprehensive knowledge base and chat tool for developers powered by ChatGPT,,Free,"developer tools, research",False,1,2023-07-28
Apply ML,apply-ml,https://apply-ml.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Optimized workflow with instant support.,15,Paid,productivity,False,0,2023-07-28
MoodFood,moodfood,https://www.moodfood.app/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,AI-driven chatbot for personalized food recommendations and recipe inspiration,5/mo,Freemium,life assistant,False,0,2023-07-28
Modif,modif,https://www.modif.app/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Simple motion capture for digital character animation.,,Free,design assistant,False,1,2023-07-28
Productify.ai,productify-ai,https://www.productify.ai/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Optimized eCommerce product content generation support.,10,Paid,e-commerce,False,0,2023-07-28
LearnLingo,learnlingo,https://demo.learnlingo.dev/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Intelligent language learning w/ personalized feedback.,,Free,education assistant,False,0,2023-07-28
Optimin,optimin,https://www.optimin.cloud/ai-title-generator?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generates creative titles for content.,,Free,general writing,False,0,2023-07-28
BYPEERS.AI,bypeers-ai,https://bypeers.ai/find-and-close-b2b-clients-on-auto-pilot/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,"Speeds up sales prospecting, aiding deal closure.",299/mo,Paid,sales,False,0,2023-07-28
Redense AI,redense-ai,https://www.redenseai.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Automated email newsletters with advanced tech.,,Free,general writing,False,0,2023-07-28
FormulaChatGPT,formulachatgpt,https://formulachatgpt.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Fast formula gen & error fix in spreadsheets.,,Free,spreadsheets,False,0,2023-07-28
Sqriblr,sqriblr,https://sqriblr.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Adds related images to ChatGPT content.,9/mo,Paid,"general writing, image generator",False,0,2023-07-28
Custom Story Creator,custom-story-creator,https://customstorycreator.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Create personalized graphic novels with text prompts.,,Freemium,general writing,False,0,2023-07-28
Jotgenius,jotgenius,https://jotgenius.com/?utm_source=aitoolhouse.com&utm_medium=marketplace&utm_campaign=aitoolhouse.com,Generated content with pre-made templates.,9/mo,Freemium,image generator,False,0,2023-07-28
